review,sentiment
we learn that the answer is his father ( james coburn ) .,positive
this is the kind of father that every son would be ashamed to have and that any woman would be afraid to meet .,positive
he is an overbearingly misogynistic and frequent drunk who rules with an iron fist .,positive
we see his tyrannical behavior through flashbacks .,positive
"to heighten the father's churlishness , the flashbacks are shown as home video footage taken by a very frightened person .",positive
very effective .,positive
"today , wade's dad is quite elderly , but still manages to instill fear into a grown man .",positive
"the influence that the father positivesesses is inescapable , and its unsavory effect clamps down hard on the tortured wade .",positive
the result is every son's nightmare ? becoming like the father that one has always dreaded to be .,positive
"this is a terrifically presented piece of psychological drama , and nolte turns in a strong performance as a man whose pain seems to become a detriment as well as a necessity .",positive
he's a hulking person who is still reduced to whimpers when in the presence of his father .,positive
coburn displays heft as the bitter dad .,positive
"but , it's most certainly not saturday-night-friendly fare .",positive
there's nothing light or fluffy about this film .,positive
that may turn many moviegoers away .,positive
but it's certainly worth noting that this is a well-acted drama showcasing nolte's and coburn's raw acting talents .,positive
is evil dead ii a bad movie ?,positive
"it's full of terrible acting , pointless violence , and plot holes yet it remains a cult classic nearly fifteen years after its release .",positive
explaining why this movie stands out from others with similar plots ( including the original evil dead ) is extremely difficult .,positive
`well what's it about ? ',positive
"`five people stranded in a log cabin in the middle of nowhere struggling to survive vicious attacks from a variety of ugly , hairy , wart covered monsters . '",positive
`come on i saw a movie just like that on monster vision last week .,positive
why should i see it again ? ',positive
"`no evil dead ii is different , it's funny . '",positive
`it's funny to see people die ?,positive
are you sick or something ? ',positive
maybe i am and maybe director sam raimi is as well to create such an enigma of a movie .,positive
"his unique execution is as sarcastic as subtle , as disturbing as it is hilarious .",positive
an example of raimi's odd approach : a monster ( formerly protagonist ash's girlfriend of all people ) is cut in half by a chainsaw and a tidal wave of blood comes from the open wound .,positive
"the whole movie is like this , watch ash get beat up , watch ash defeat the monster , watch ash get beat up again by another even zanier monster .",positive
"the more repetitive and unrealistic the movie gets , the more amusing it becomes .",positive
"no matter how sick it may sound , it is funny to watch bruce ampbell's ash get his butt kicked every five minutes .",positive
"and raimi takes advantage , he has ash tormented by the head of his girlfriend , by the body of an old lady , even by his own right hand .",positive
"like the less superior idle hands , we watch ash uncontrollably hit himself over and over again until he is forced to cut off his own body part .",positive
"but it doesn't end , ash now has to fight his severed hand which now moves with the same celerity as thing from the addams family .",positive
"all of these events , thrown at you from minute one with roller coaster- like camera movements , at first become shocking , then inexplicably funny .",positive
"raimi expects the audience to laugh and as the film progresses , he seems to be enjoying himself even more by borrowing the classic mirror scene from the marx brothers' duck soup , then bringing more characters into the picture to comically kill them off .",positive
"with a running time of less than an hour and a half , raimi gets away with the impositivesible , making a horror film with more gore than plot and intentionally more laughs than scares .",positive
"ending evil dead ii with an opening for the third film in the series , raimi obviously had a lot of fun making this movie and couldn't wait to make it's sequel .",positive
"while a bugs life isn't nearly as deep as it's predecessor , dreamwork's antz , it is just as funny .",positive
"a bug's life centers , appropriately , around the life of an ant , named flik .",positive
"flik , cutely voiced by newsradio's david foley , hates sticking too tradition and attempts too find new ways of harvesting food and other task .",positive
"when one of his inventions causes the offering too be completely lost , the leaders of the colony send him out on a mission too get him out of the way .",positive
the offering is food that a vile group of grasshoppers force the ants too harvest for them .,positive
"the leader of the grasshoppers is hopper , who is fiendishly voiced by oscar winner kevin spacey .",positive
when the offering is lost hopper is very upset and he vows to return shortly too retrieve double the amount of food .,positive
"when the leaders of the ant colony send flik out on his mission , they never dream he will be successful , they just hope they can get him out of the way so they can harvest the extra food .",positive
flik's mission is too hire some warrior bugs too fight off the grasshoppers when they return .,positive
"instead flik accidentally hires circus performing bugs , who he mistakenly assumes are warriors .",positive
"when he returns with the `warriors' , the town is ecstatic until they find out the truth about their heroes .",positive
a bug's life has animation that is simply stunning .,positive
the sheer uniqueness of the day to day bug life is very imaginative .,positive
"together with the great voice acting , this film is the perfect holiday family film .",positive
"its main weakness is that it couldn't beat antz to the theaters , making it seem like stale material .",positive
"not since oliver stone's natural born killers has there been a movie this incendiary , and not since david cronenberg has a so-called mainstream director been this willing to repeatedly tiptoe the fine line between pointed social commentary and outright social irresponsibility .",positive
"while fincher's films have never suffered from a lack of shock value ( his major character killings in both alien 3 and seven are fine examples ) , fight club marks the distillation of his pitch-black comedic sensibility ( see 1997's the game ) into something like a definitive statement .",positive
"jack ( norton , acting as both narrator and protagonist ) is your typical cubicle clone , whose disillusionment is amplified by a seemingly incurable insomnia .",positive
"on the offhand advice of a doctor , he sits in on group-therapy sessions for everything from blood parasites to testicular cancer .",positive
"here he meets bob ( marvin lee aday , aka meat loaf ) , a cancer-emasculated eunuch with profound gynecomastia .",positive
"strangely , the release he finds while sobbing on bob's breasts allows him to sleep at night , at least until a fellow group-therapy "" tourist "" named marla singer ( carter ) comes along to ruin things for him , forcing a grudging compromise that recalls monty python in its dark hilarity .",positive
"later , he meets tyler durden ( pitt ) , a soap salesman with a decidedly subversive outlook on life .",positive
"one night , after his ikea- furnished condo explodes ( don't ask-- you'll just have to see the movie , awright ? ) , he is goaded by tyler into a fight , and damned if it doesn't feel good .",positive
"it is pure , raw existence , a brief moment of clarity and purpositivee that makes his dreary workaday life pale in comparison .",positive
"he moves into tyler's squalid abandoned mansion , and they form the titular organization , an underground therapy group where men bond with bare-knuckle savagery and very few rules , the first two of which are "" don't talk about fight club . """,positive
"armed with charisma and an attractive anti-corporate philosophy , tyler assumes leadership of the burgeoning membership of white-collar slaves and dead-end mcemployees .",positive
"resentment creeps into jack's heart , made worse by the fact that tyler is also regularly and noisily boffing the hated marla .",positive
"funded by a frivolous lawsuit , tyler begins molding his devotees into an army dedicated to mischief and mayhem .",positive
"their initially juvenile pranks ( like pissing in food and putting spike belts on roads ) quickly evolve into something more like sedition , and jack fears that things have gone sour .",positive
"it is after this point , when you are plenty uncomfortable and wondering just how far fincher will go to say something original , that the film uncorks a disappointing plot twist .",positive
it is so contrived-- and so conventional compared to what precedes it-- that everything which follows ( including the ending ) becomes far less interesting .,positive
"it's a major ( though not fatal ) flaw , and for a director as notoriously unpredictable as fincher , it feels like a cop-out .",positive
fight club is going to be misconstrued by a great many people .,positive
"i'll be mightily surprised if imitation fight clubs don't spring up here and there , and i'll be even more amazed if fincher isn't vilified for it by the same humorless witch-hunters that are currently after oliver stone .",positive
"they needn't bother , because fight club is less a message movie than fincher's elaborate attempt at a joke .",positive
"tyler durden , for all his dionysian allure , is really nothing more than the logical ( and far less hypocritical ) extrapolation of all those self-help gurus who constantly show up on oprah to preach their me-first gospel of self-actualization .",positive
"in this context , the joke works , but like the latest columbine joke , some people will get it and enjoy a good laugh , and others won't .",positive
"hopefully , though , their silly moral outrage won't spoil the joke for the rest of us .",positive
plot : a bunch of bad guys dressed up as elvis impersonators rob a vegas casino during a presley convention .,positive
"the boys eventually get together to split the money , but as plans change , double-crosses occur , dealing and wheeling goes down and the crew set up for the road .",positive
"who's on the up and up , who's the real bad guy and who's gonna get to bang courteney cox are just a few of the questions which will be answered by the rest of this movie .",positive
critique : the funnest movie that i've seen so far this year !,positive
"it's got style , it's got tough guys talkin' shite and it's got plenty of bullets to go around .",positive
a definite hunk-a-hunk-a burnin' adventure !,positive
"a guy's guy movie through and through , and one that'll set your jollies to high if you dig on the rough stuff .",positive
"it's not very original , it goes on for a little too long , but costner and russell make it happen , as two shite-kickin' elvis lovers , who don't stop till they , more or less , drop .",positive
"this movie's got some pretty intensive shoot-out scenes , one of the coolest robbery scenarios that i've ever witnessed , featuring several elvises with guns a blazin' and the king's music playing in the background , and a decent helping of double-crosses , sharp dialogue and funny moments .",positive
"in fact , even though the cast is filled with many name actors ( b-actors as they might be for the most part ) , most of them do their bit and succeed well in passing the torch onto the next victim .",positive
"but the true glue that holds this film together , other than the spirit of elvis himself , is costner and russell , who play their badass characters to the t . sure , russell's been down this road before , but costner surprised me with his nastiness .",positive
"i guess he's pissed at all the box-office bombs that he's been in of late , but he sure played a great unstable elvis impersonating robber here .",positive
"in the end , the bottom line with this movie is having fun , kickin' ass and making sure there's enough bubblegum around to chew afterwards .",positive
"and smoke 'em if you got 'em , folks !",positive
"there is also this one really great show-down scene between costner and a cop , that'll have you crackin' up and lovin' it all at the same time .",positive
the violent scenes in this movie are violent and the entire film is wrapped in a soundtrack that'll kick your arse from this end of the theatre to the next .,positive
"it should actually come to no surprise to anyone that the director of this movie comes from a music video background , with plenty , and i mean plenty , of camera tricks , cuts and edits , but for this kind of flick , it actually works .",positive
"the film is not perfect though , it starts off with a pretty big bang , but then pulls a way of the gun on us , and slows the pace down somewhat in the middle , while characters intermingle and disperse .",positive
"i was personally kept in the game despite some soft spots , and enjoyed the overall ride for what it was as well .",positive
and did i mention that courteney cox looked mega-hot in the movie ?,positive
"no . . . okay ,",positive
well i just did !,positive
"i coulda done without her whole "" romance "" angle , but to be honest , it doesn't take up much of the film , which is generally covered in blood , explosions , guts and elvis nods .",positive
"try to see how many "" inside "" connections to the king you can guess .",positive
"of course , it's no secret that i am quite a big elvis fan myself so please take this whole review with that grain of salt in mind .",positive
"i also like these types of "" guy "" movies a lot , and even though the film doesn't bring much originality to the table , it does offer a pretty coherent story , some nice twists and turns , humor and a big ol' helping of whoop-ass coming straight from costner and russell's respective boots .",positive
"probably not a film for everyone , but definitely for those who enjoy the guns , the charismatic bad guys and a fun , if entirely dispositiveable , adventure .",positive
now see how many elvis songs i've used to pun my way through this phony review below .,positive
the elvis songs also recommend this movie !,positive
"so whether you're lonesome tonight or any other night , remember to pack the teddy bear with bullets , leave your little sister at home , bring your bossa nova baby and rock out of that jailhouse , cause this movie ain't one to return to the sender .",positive
"i really beg of you , whether you're stuck in the ghetto or crying in the chapel , to slap this cinematic ring around your neck and love it tender .",positive
"and no suspicious minds either , folks , cause i got stung by this movie , i mean it really shook me up , and unless you're the devil in disguise himself , i think you won't be able to help falling in love with this lucky charm either .",positive
"so don't be cruel , don't turn away , don't curl up with your latest flame tonite ( whether she be a hard-headed woman or not ) and surrender to the hound dog of movies that is this film .",positive
"it's now or never , folks .",positive
"trust me , i did it my way and the heartbreak hotel of crappy movies that i'd seen so far this year is far behind me .",positive
joblo has now officially left the sanity of his mind and this building .,positive
thank you . . . thank,positive
you very much ! !,positive
where's joblo coming from ?,positive
get carter ( 7/10 ) - heat ( 8/10 ) - honeymoon in vegas ( 9/10 ) - payback ( 8/10 ) - reindeer games ( 5/10 ) -reservoir dogs ( 9/10 ) - way of the gun ( 6/10 ),positive
">from the commercials , this looks like a mild-mannered neil simonesque tale with mary tyler moore baring her bra touted as the highlight .",positive
instead it turns out to be a hilarious film running in high gear from beginning to end .,positive
the concept is deceptively pedestrian .,positive
an adult adopted son is looking for his biological parents and encounters eccentric characters along the way .,positive
the movie demonstrates just how far a good script and actors can take a mundane idea .,positive
the son and his wife take off on the search accompanied by a woman from the agency who located his parents .,positive
"following one dead end lead after another , each funnier than the previous , they eventually end up in new mexico with his real biological parents : alan alda and lily tomlin .",positive
it's difficult to condense the mile-a-minute plot .,positive
seemingly hundreds of scenes jump on top of each other without giving you a chance to recover from the last one .,positive
"without giving too much away , one of the better episodes involves a gay federal alcohol , tobacco and firearms agent attempting an arrest while tripping on lsd as his bi-sexual partner is upstairs licking the armpit of a woman while her husband is in the next room seducing their traveling companion .",positive
"and it's all done in a fairly clean , almost ( well , maybe not exactly ) family fare manner .",positive
"a grand cast ( tomlin , alda , moore , ben stiller , patricia arquette , tea leoni , george segal ) interacts in a seamless parade of laughs .",positive
"drawing from a more hyper woody allen style , the film succeeds beyond expectations .",positive
i'm not quite sure how best to go about writing this review .,positive
"i must admit that i was a little disappointed by barry levinson's political satire "" wag the dog , "" but in retrospect , this has less to do with the film itself than with false expectations i had going into it .",positive
"quite a few of the reviews i have read led me to believe that this film was absolutely hilarious and would make me laugh out loud the whole way through , and it didn't do that .",positive
"they also led me to believe that it would deliver a vicious and all-too-true attack on the way the american political media works , and it didn't quite do that either .",positive
"a few of them even suggested that it would prove a worthy successor to stanley kubrick's "" dr .",positive
"strangelove "" in the tradition of political black comedy , and it most definitely didn't do that .",positive
"that said , "" wag the dog "" is actually a very clever satire on the shady manipulations of political figures and those who assist them .",positive
"the story revolves around the attempts of political spin doctor conread brean ( robert deniro ) to distract the american public from the accusations that the president , who is up for re-election in two weeks , sexually harassed a young girl in the oval office .",positive
"the accusations , the script suggests , are probably untrue , but as brean so pointedly puts it , that isn't particularly relevant : the scandal is likely to derail the president's campaign regardless of its truth or falsehood .",positive
"brean , along with his assistant ( anne heche ) , decide to contact hollywood producer stanley motss ( dustin hoffman ) to enlist his help in concocting enough propaganda and special-effects trickery to make it appear that the u . s . is going to war with albanian terrorists and thus propel the president to victory on a wave of patriotic fervor .",positive
"as i said , "" wag the dog "" is not quite as laugh-out-loud hilarious as i had expected , but there are some genuinely funny moments to be found here , such as when , in an echo of a familiar movie clich ? , the camera pans out over an urban sunset to the strains of uplifting , inspirational music , then cuts to a studio to reveal that the singing is coming from a group of musicians whom motss has assembled to perform "" we have the right to fight for democracy . """,positive
"another scene shows us how , with modern editing equipment , an actress running across a sound stage with a bag of potato chips can be turned into a frightened young girl and her kitten fleeing a terrorist attack on her village .",positive
the most consistently effective gag revolves around the propaganda team's attempt to forge a fictional war hero out of sgt .,positive
"william "" old shoe "" schumann ( woody harrelson ) , an ex-military officer who turns out to be a first-class psycho .",positive
"still , even with the cia's involvement , the film falls a little short in terms of making this scenario believable .",positive
"regardless of the official word from the president or the cia , wouldn't the major media outlets have eastern european correspondents who could verify that there is , in fact , no fighting going on in albania ?",positive
"the film never addresses this question , nor does it show the reactions of the american public to the news of the apparent war except for a few scenes which border on the farcical , such as when basketball fans litter the court with shoes in support of the aforementioned sgt .",positive
"there was also an instance , towards the end of the film , in which one of motss's forced reinventions of the story seems to contradict what he and brean had been selling to the public thus far and could conceivably have given the game away .",positive
"with these plot holes , "" wag the dog "" doesn't quite work as a satire of american politics , but it does send up the mentality that might lead to these kinds of machinations in the first place .",positive
"the film takes a decidely dark turn towards the end , as we learn how far they are willing to go in order to keep the propaganda campaign a secret .",positive
"motss and his hollywood buddies , meanwhile , seem completely out of touch with the rest of the world and just see this undertaking as another creative project .",positive
"i think it's fair to say that "" wag the dog "" underachieves a little bit : more attention to the public reaction and tighter plotting might have made this into a four-star film and a classic satire .",positive
"still , the issue of an american president using war and patriotism to distract from scandals or domestic unpopularity is a very real one .",positive
"wag the dog takes the issue one step further and asks , what if the war wasn't even real ?",positive
"with this premise and the talented cast , the film still delivers more consistently than most , whatever its flaws .",positive
the sheer horrific audacity of the nazi plan to exterminate the jews of europe is almost incomprehensible .,positive
"people may make documentaries about it for another hundred years and still not understand the organized , methodical hatred .",positive
"five concentration camp survivors from the last days of world war ii tell their stories in the last days , the first documentary from steven spielberg's survivors of the shoah visual history foundation .",positive
the five interviewees are linked by their hungarian ancestry .,positive
"as the introduction explains , even as germany started to lose the war , the nazis stepped up their extermination of the jews in europe .",positive
"in 1944 , hungary had the last big population of jews within germany's reach , and they became the last target of hitler's "" final solution . """,positive
each of the five tells his or her story .,positive
"their stories are intercut chronologically , starting from normal life in pre-war hungary .",positive
"they recall the nazi invasion of hungary , being sent to "" work "" camps and their realization that they were actually in death camps .",positive
"each recalls his or her unfathomable , eventual liberation .",positive
"and finally , the last days shows their cathartic , pained , modern-day return to their old homes and the camps .",positive
"needless to say , their stories are horrifying , amazing , and emotionally draining .",positive
"by themselves , the stories would be forceful testaments , but by cutting them in parallel , their impact is multiplied by five .",positive
"the last days is a talking-heads style documentary -- it's mostly pictures of people telling their stories , intercut with period photographs and newsreel footage .",positive
"in this kind of movie it's almost impositivesible to get archival pictures from the same time and place being discussed on-screen , but director james moll made a better effort than most at finding specific , or at least relevant , images to go with his subjects' narration .",positive
the liner notes ( one of the many nice features of this dvd ) indicate that there is some never-before-seen historical footage in the last days .,positive
it's not clear which scene it is .,positive
"it could be one of two that i hadn't seen before , both powerful .",positive
"one is rare color footage , shot by an american , of piles of victims in cattle cars .",positive
"there is something jarring , something unsettling about seeing the pictures in color , when so much of the footage from world war ii is in black and white .",positive
there has been a glut of holocaust movies and i was skeptical that a new documentary would have anything new to say .,positive
"but by focusing on hungarian jews during the last days of the war , moll told a specific part of the story in a new way , in greater detail .",positive
and i'm glad he did because his careful filmmaking stands up well compared to other movies on the same subject .,positive
the transfer to dvd is rich and beautiful .,positive
"x-mozilla-status : 0009f words for a holocaust documentary , but some of the interviews take place in europe in late spring , when skies are blue and trees are green .",positive
"also , the movie was shot on 35mm film ( and not video ! ) ,",positive
so the richness and detail are impeccable .,positive
the dvd's features are plentiful and well-chosen .,positive
"there is a theatrical trailer for the movie , which is a great introduction to the subject matter .",positive
"there are about fifty still photos , both from the production crew and from the private collections of the survivors .",positive
"also , the disc has two complete versions of the movie ( widescreen and full screen ) , both on the same side .",positive
one of the more interesting dvd features is an outtake segment for each of the survivors ( plus one for the crew ) .,positive
"you'd think outtakes would be inappropriate in a holocaust documentary , but they're not bloopers .",positive
"instead , they are solid , moving segments that were probably cut from the film only for length .",positive
one of them continues a confrontation that was only touched on lightly in the film .,positive
"renee firestone ( one of the five ) spoke on camera with dr . hans m ? nch , a german doctor who ran the medical clinic at auschwitz .",positive
"firestone was aggressive , questioning the doctor about what his children thought .",positive
the doctor was evasive and clearly uncomfortable .,positive
another of the outtakes showed bill basch saying a prayer for his dead friends at auschwitz .,positive
"he ends his prayer by saying "" . . . forgive me for surviving . """,positive
it's ambitious to shoot a documentary on 35mm film .,positive
"it's ambitious to make it on a subject that has saturated cable , television , and movies .",positive
it's ambitious to make it 54 years after the events it covers .,positive
but the last days handles all these potential obstacles very well .,positive
"it's only fitting that the dvd , with its wealth of interesting and relevant features , would also be ambitious and successful .",positive
it is easy to label something sentimental or tear jerking when one has not experienced the heartache of losing a child ? whether that may be in life or in death .,positive
"after having said that , i will also say that this movie does all of the above very well .",positive
"one gets that choking sensation in the throat ( because of grief ) when one brother forgives another for a costly mistake , or when a husband hugs his wife after a long estrangement .",positive
"there is no ocean , no drownings and it does not conjure up memories of yet another ? ordinary people' .",positive
in fact the only thing remotely connected to the ocean is probably tap water and the toilet flushing ( not that this literally happened in the movie ) .,positive
so what are the lessons learnt : 1 .,positive
don't take your children to class reunions .,positive
"2 . don't leave them alone in the lobby , not even for a second .",positive
"michelle pfeiffer once again plays the role of a highly-strung wife and mother , a trend that started with ? a thousand acres' and ? one fine day' .",positive
"my comment is that she is exceptionally fine strung in this movie , so much so that when she has a nervous break down , the veins on her temples bulge impressively .",positive
"whoopi golberg also puts in an understated performance , playing a lesbian cop , with a name that makes one want to reach for a lollipop .",positive
"lastly , who are the ideal companions for this sort of movie ? my grandmother comes to mind .",positive
"i know that "" funnest "" isn't a word .",positive
""" fun "" is a noun , and therefore cannot be conjugated like an adjective .",positive
"but that's the word that came to me right after viewing "" chicken run . """,positive
"no wonder : this is the kind of movie that reduces you to childish expressions , like "" that was the funnest movie i've ever seen ! """,positive
"so to hell with webster's -- "" chicken run "" is one of the funnest movies i've seen in a while .",positive
i can't remember the last time i've seen anything funner .,positive
the chickens at tweedy's farm are up to something .,positive
"living in a concentration camp-like atmosphere , they are led by one plucky hen called ginger ( voice of julia sawalha ) who continually comes up with plans for escape -- and always gets caught , subsequently spending day after day in the coal box .",positive
"one night , a brash american rooster flies in over the fence , calling himself rocky ( mel gibson ) , famous flying rooster and circus performer .",positive
"rocky promises to teach the chickens how to fly , and the situation grows more desperate as the nefarious mrs . tweedy ( miranda richardson ) decides to abandon the farm's egg-selling plan for a pie-selling plan .",positive
what sort of pies ?,positive
"chicken pies , of course .",positive
"co-director nick park and his studio , aardman animation , produced three oscar-winning short films : "" creature comforts , "" "" the wrong trousers , "" and "" a close shave . """,positive
"the latter two were the second and third installments of a trilogy starring the delightful team wallace & gromit , a man and his dog famous for getting themselves into increasingly peculiar adventures .",positive
"part of what made the "" wallace "" films brilliantly entertaining was park's uncanny ability to make an old story seem new .",positive
""" the wrong trousers , "" for example , pulled out a lot of old hitchcockian suspense tricks , and "" a close shave "" owed a great deal of inspiration to classic detective stories .",positive
"but in the hands of park and his team , the stories felt fresh and inspired , and not the least bit contrived .",positive
"now teaming with co-director peter lord , park has created a similar creature in "" chicken run . """,positive
"the plot is largely lifted from "" the great escape "" ( watch for a quick reference to the ball-bouncing scene ) , with some spielberg-inspired action sequences providing the excitement .",positive
part of it is the original idea : who in the world came up with the idea to make a prisoners-of-war movie starring chickens ?,positive
"park and lord milk the incongruity for all it's worth : the characters treat their situation as if it were dead serious , and to them , it is .",positive
"but they're * chickens * , so it's funny to us .",positive
"another thing that helps "" chicken run "" ( and most of park's films ) succeed is the animators' subtle way of giving nods to the very films they're cribbing .",positive
"there are references to "" the great escape , "" obviously , and "" stalag 17 . """,positive
"the chase sequence inside the chicken grinder parodies both "" raiders of the lost ark "" and "" indiana jones and the temple of doom . """,positive
"there's even a nod to "" the blues brothers , "" if you can believe it , and the filmmakers even get in a little light-hearted ribbing at the expense of their star voice actor , taking a couple of very subtle jabs at mel gibson's nationality and film history .",positive
"the "" braveheart "" reference is a hoot if you catch it .",positive
"when you consider just how fine a line resides between a funny parody and a redundant one , "" chicken run "" is downright brilliant in its execution .",positive
"consider this : since july of last year , i've seen dozens upon dozens of "" blair witch project "" parodies , on television , on the radio , and online .",positive
"out of all those , maybe one or two were amusing , the rest tiresome .",positive
why ?,positive
"conversely , "" chicken run "" doesn't lean on its parodies -- the film references are never the sole focus of any scene .",positive
"if you've never seen "" indiana jones , "" the chase sequence is still fun .",positive
"even if you have no idea who mel gibson is , rocky remains an interesting character .",positive
"park , lord , and screenwriter karey kirkpatrick realize that an audience does not need a parody shoved in their faces before it's understood , and as a result , "" chicken run "" is filled with visual and verbal jabs that are never too obvious , but not quite vague either .",positive
"enjoyment of this movie doesn't require knowledge of film history , but if you've got it , "" chicken run "" is that much richer .",positive
"the voice cast turns in uniformly lively performances , and the characters they play are given so many subtle nuances that it's hard not to fall in love with every one of them .",positive
"ginger is perfect , spunky and opinionated , but with a soft heart that forbids her to leave her companions behind , and julia sawalha ( known as the cute mousy girl on "" absolutely fabulous "" ) nails it .",positive
"she has warm , human chemistry with gibson , whose rocky hides his personal doubt under a brash gung-ho veneer .",positive
"the characters' inevitable romance doesn't feel contrived , but sweet .",positive
"poor mr . tweedy ( tony haygarth ) suspects the chickens are organizing in some way , but his limited intellect prevents him from figuring things out , and his overbearing wife certainly isn't any help .",positive
"jane horrocks delivers a lovely voice characterization as tragically optimistic babs ( a hen that runs away with most of the best one-liners , all while perpetually crocheting a sweater ) , and two supply-trading rats that seem to have walked straight out of a monty python sketch nearly steal the show during the lively central swing-dancing sequence .",positive
they even come up with an inspired riff on something that's baffled scholars and theologians alike for decades : the chicken vs . egg dilemma .,positive
"one might have expected this inevitable joke to come off as wearisome , but as with most of "" chicken run , "" it comes as a delightful surprise .",positive
the animation is first-rate .,positive
"remember that this was all done the old-fashioned way , with actual humans moving clay figurines around on a tiny set bit by painstaking bit , and you see just how truly remarkable "" chicken run "" really is .",positive
this movie positivesesses that same quality that makes pixar studios' animation great : precise and unwavering attention to detail .,positive
"as in such top-notch family fare as "" a bug's life "" or "" toy story 2 , "" "" chicken run "" has something to offer in nearly every frame .",positive
"certainly a passive viewer can enjoy it as a straightforward story with a worthwhile moral and some surprisingly touching scenes , but a active , attentive viewers will enjoy it even more because they'll catch all the details .",positive
"anyway , the movie's just a boatload of fun .",positive
funnest damn movie i've seen all year .,positive
capsule : a short punchy action sequel to the two dinosaur films made by steven spielberg .,positive
joe johnston directs a straightforward story of an excursion back to the island of the dinosaurs .,positive
it lets us see some new dinosaurs ( is that an oxymoron ? ) and gives us a nice and generally reasonably written adventure .,positive
the film is neither ambitious nor pretentious .,positive
i had a good time .,positive
", low +2 ( -4 to +4 )",positive
here goes my credibility .,positive
this is a film on which i expect to be in a minority .,positive
i liked the third jurassic park film .,positive
i even liked the second jurassic park film .,positive
"in a lot of ways jurassic park : the lost world was a creative three-way braiding together of michael crichton's novel the lost world , arthur conan doyle's novel the lost world , and the classic silent film version of the doyle .",positive
"jp2 was an adventure , as doyle said , "" for the boy who's half man or the man who's half boy . """,positive
that is what all the jurassic park films are .,positive
expecting them to give the viewer insights into the human condition is like expecting your car to vacuum your house .,positive
the classic adventure films like gunga din or king solomon's mines had under-written characters also .,positive
jurassic park iii is an all out adventure on an island inhabited by dinosaurs .,positive
"the characters are a little more complex than they at first appear to be , and even that is a little more complex than i was expecting .",positive
some of the characters who start out looking stupid and useless prove to be neither as the film proceeds .,positive
that degree of complexity combined with those very realistic looking dinosaur effects is just about as much as i require .,positive
i feel i got my money's worth .,positive
the story opens with eric ( played by trevor morgan ) and friend parasailing near the forbidden island of isla sorna off costa rica .,positive
this was the research island where the dinosaurs were created for the now defunct jurassic park .,positive
"they hope , no doubt , to get a look at the island's dinosaurs from a safe height .",positive
"the height is safe , but driving the boat in the water is not .",positive
the two soon find themselves in trouble and have to ditch their parasail onto the island where they do indeed get a better look at the dinosaurs than they had intended .,positive
flash to the united states and someone is offering to fund paleontologist alan grant ( sam neill ) in his research if he will go and fly over isla sorna and act as a guide .,positive
he has said that no force on earth or heaven could get him back near real dinosaurs .,positive
but again money convinces him to drop what he is doing and go .,positive
doing the convincing is a wealthy and eccentric couple ( william h . macy and tea leoni ) who has been just about everywhere else in the world and wants the adventure of seeing real dinosaurs .,positive
they too plan to see the island from a safe height grant is relieved to learn .,positive
he will fly over this island at a safe altitude just this once .,positive
right .,positive
guess what happens next ?,positive
jp3 probably functions better as a sequel than jp2 .,positive
first it has alan grant and ellie sattler ( laura dern ) back rather than the much less appealing ian malcolm .,positive
"sattler has a much smaller part in jp3 , but is still present to tie this story to the first .",positive
curiously each film seems to arrange to have a signature scene with characters holding on to some large metal object that is about to fall some great distance .,positive
"one thing that does not quite fit with the earlier films is just as grant discovers that raptors may be able to talk to each other , suddenly they seem to be doing it all the time .",positive
they did not appear to be conversing in the previous films .,positive
"of course , these raptors look a little different also , so perhaps they are a different related species .",positive
"not only are they more intelligent than in the past films , they are also more sympathetic .",positive
"in this story they are not just killing machines , they have reasonable motives for what they do beyond nutrition .",positive
this time around they may be a little too anthropomorphized .,positive
"each new film in the series introduces us to some new dinosaurs , of course .",positive
"in this film a major threat is from a spinosaurus , not as common or as popularly known as a tyrannosaurus , but larger and presumably more nasty .",positive
it has a crocodile's head and the body that looks like a dimetrodon walking upright .,positive
perhaps as an economy measure or just to create a mood the visual effects team frequently obscures our view of the dinosaurs .,positive
sometimes they just move too fast to see .,positive
occasionally darkness or fog obscures our vision .,positive
"a few times we get unconvincing matte shot , particularly of the laboratory .",positive
but there is less money on the screen in terms of dinosaur effects than in the two previous films .,positive
the musical score by don davis borrows heavily from john williams's score for the first film .,positive
"joe johnston , who directs , already has to his credit two very good films i recommend the rocketeer and october sky .",positive
a team including alexander payne and jim taylor known for election writes the screenplay .,positive
"the film they have made is a long way from great cinema , but it still is fun .",positive
"if you get a thrill from seeing what look very much like live dinosaurs alive today , the film is for you .",positive
i rate it a 7 on the 0 to 10 scale and a low +2 on the -4 to +4 scale .,positive
"just look back two years ago at the coen brothers' comedic gem the big lebowski , change the actors , take away the bowling alley , add a record store , and you've got high fidelity ( or maybe the other way around since nick hornby's novel high fidelity came first ) .",positive
"either way , it's been done before , a trio of losers cracking jokes and complaining about their failed romances , yet it remains consistently funny .",positive
why is this ?,positive
"maybe because you know your life is much better than this , you know these guys are more pathetic than you are , and you know its ok to laugh at them because they're fictional .",positive
"director stephen frears , positivesibly not intentionally , has created a movie that makes you feel good about yourself and even that ostensibly no good uncle who watches television twenty four hours a day .",positive
"when watching high fidelity , expect to laugh at someone else's pain , realize what you are laughing at , and then laugh again .",positive
